Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,media,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,strain,treatment
SRR5766514,RNA-Seq,66,1282072873,PRJNA392312,SAMN07291089,526279504,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2965909,GSM2689609,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689609,Yeast,SRP110707,BY4741 with elp3D::kanMX,Cycloheximide
SRR5766515,RNA-Seq,66,1457947064,PRJNA392312,SAMN07291097,599374157,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965910,GSM2689610,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689610,Yeast,SRP110707,BY4741 with kti11D::kanMX,Cycloheximide
SRR5766516,RNA-Seq,66,1479504399,PRJNA392312,SAMN07291098,592278547,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965911,GSM2689611,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689611,Yeast,SRP110707,BY4741 with pus1D::kanMX,Cycloheximide
SRR5766517,RNA-Seq,66,1540729511,PRJNA392312,SAMN07291100,626800609,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX2965912,GSM2689612,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689612,Yeast,SRP110707,BY4741 with pus7D::kanMX,Cycloheximide
SRR5766518,RNA-Seq,66,973270533,PRJNA392312,SAMN07291099,398160590,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965913,GSM2689613,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689613,Yeast,SRP110707,BY4741 with urm1D::kanMX,Cycloheximide
SRR5766519,RNA-Seq,66,842106053,PRJNA392312,SAMN07291101,345365992,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX2965914,GSM2689614,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689614,Yeast,SRP110707,BY4741 with rit1D::kanMX,Cycloheximide
SRR5766520,RNA-Seq,66,1521814725,PRJNA392312,SAMN07291102,624748033,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX2965915,GSM2689615,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689615,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766521,RNA-Seq,66,1345724254,PRJNA392312,SAMN07291073,544982246,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965916,GSM2689616,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689616,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766522,RNA-Seq,66,1417173560,PRJNA392312,SAMN07291072,574984150,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965917,GSM2689617,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689617,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766523,RNA-Seq,66,1397021241,PRJNA392312,SAMN07291071,560158975,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965918,GSM2689618,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689618,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766524,RNA-Seq,71,1150719830,PRJNA392312,SAMN07291068,503583700,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965919,GSM2689619,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689619,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766525,RNA-Seq,71,1128939026,PRJNA392312,SAMN07291067,498912248,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2965920,GSM2689620,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689620,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766526,RNA-Seq,71,1219937641,PRJNA392312,SAMN07291066,542583452,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965921,GSM2689621,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689621,Yeast,SRP110707,BY4741 with trm3D::kanMX,Cycloheximide
SRR5766527,RNA-Seq,71,874297181,PRJNA392312,SAMN07291065,392144470,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX2965922,GSM2689622,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689622,Yeast,SRP110707,BY4741 with trm1D::kanMX,Cycloheximide
SRR5766528,RNA-Seq,71,1149239755,PRJNA392312,SAMN07291064,511129281,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965923,GSM2689623,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689623,Yeast,SRP110707,BY4741 with trm11D::kanMX,Cycloheximide
SRR5766529,RNA-Seq,71,1122819545,PRJNA392312,SAMN07291063,496626412,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2965924,GSM2689624,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689624,Yeast,SRP110707,BY4741 with trm12D::kanMX,Cycloheximide
SRR5766530,RNA-Seq,71,1015775236,PRJNA392312,SAMN07291070,454718727,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965925,GSM2689625,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689625,Yeast,SRP110707,BY4741 with trm10D::kanMX,Cycloheximide
SRR5766531,RNA-Seq,66,1102300086,PRJNA392312,SAMN07291069,466765294,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965926,GSM2689626,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689626,Yeast,SRP110707,BY4741 with trm44D::kanMX,Cycloheximide
SRR5766532,RNA-Seq,71,1192201855,PRJNA392312,SAMN07291062,523095523,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX2965927,GSM2689627,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689627,Yeast,SRP110707,BY4741 with trm2D::kanMX,Cycloheximide
SRR5766533,RNA-Seq,71,1228252705,PRJNA392312,SAMN07291055,540545116,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965928,GSM2689628,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689628,Yeast,SRP110707,BY4741 with pus3D::kanMX,Cycloheximide
SRR5766534,RNA-Seq,67,996782918,PRJNA392312,SAMN07291057,407726530,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX2965929,GSM2689629,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689629,Yeast,SRP110707,BY4741 with pus9D::kanMX,Cycloheximide
SRR5766535,RNA-Seq,71,1099015861,PRJNA392312,SAMN07291056,485488897,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965930,GSM2689630,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689630,Yeast,SRP110707,BY4741 with pus2D::kanMX,Cycloheximide
SRR5766536,RNA-Seq,71,1176939237,PRJNA392312,SAMN07291061,525008395,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965931,GSM2689631,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689631,Yeast,SRP110707,BY4741 with elp4D::kanMX,Cycloheximide
SRR5766537,RNA-Seq,71,1052175084,PRJNA392312,SAMN07291060,462468818,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965932,GSM2689632,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689632,Yeast,SRP110707,BY4741 with kti12D::kanMX,Cycloheximide
SRR5766538,RNA-Seq,72,1122666980,PRJNA392312,SAMN07291059,492532420,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965933,GSM2689633,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689633,Yeast,SRP110707,BY4741 with sit4D::kanMX,Cycloheximide
SRR5766539,RNA-Seq,72,945892261,PRJNA392312,SAMN07291058,415200825,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965934,GSM2689634,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689634,Yeast,SRP110707,BY4741 with sap185D::kanMX,Cycloheximide
SRR5766540,RNA-Seq,72,1233458881,PRJNA392312,SAMN07291053,541412623,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965935,GSM2689635,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689635,Yeast,SRP110707,BY4741 with sap190D::kanMX,Cycloheximide
SRR5766541,RNA-Seq,72,1121293700,PRJNA392312,SAMN07291052,495067150,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965936,GSM2689636,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689636,Yeast,SRP110707,BY4741 with uba4D::kanMX,Cycloheximide
SRR5766542,RNA-Seq,71,1153467495,PRJNA392312,SAMN07291051,506390162,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2965937,GSM2689637,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689637,Yeast,SRP110707,BY4741 with ncs2D::kanMX,Cycloheximide
SRR5766543,RNA-Seq,71,1145223270,PRJNA392312,SAMN07291050,506632510,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2965938,GSM2689638,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689638,Yeast,SRP110707,BY4741 with isu1D::kanMX,Cycloheximide
SRR5766544,RNA-Seq,71,1158730797,PRJNA392312,SAMN07291054,508169922,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX2965939,GSM2689639,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689639,Yeast,SRP110707,BY4741 with isu2D::kanMX,Cycloheximide
SRR5766545,RNA-Seq,71,1242960748,PRJNA392312,SAMN07291219,545173439,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX2965940,GSM2689640,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689640,Yeast,SRP110707,BY4741 with tum1D::kanMX,Cycloheximide
SRR5766546,RNA-Seq,71,1152658871,PRJNA392312,SAMN07291220,506490183,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX2965941,GSM2689641,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689641,Yeast,SRP110707,BY4741 with tad1D::kanMX,Cycloheximide
SRR5766547,RNA-Seq,66,1056538901,PRJNA392312,SAMN07291049,433487417,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX2965942,GSM2689642,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689642,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766548,RNA-Seq,71,1225378189,PRJNA392312,SAMN07291001,530086592,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965943,GSM2689643,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689643,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766549,RNA-Seq,71,1182156034,PRJNA392312,SAMN07291000,514375497,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX2965944,GSM2689644,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689644,Yeast,SRP110707,BY4741 with trm140D::kanMX,Cycloheximide
SRR5766550,RNA-Seq,71,903556133,PRJNA392312,SAMN07290999,395238648,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX2965945,GSM2689645,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689645,Yeast,SRP110707,BY4741 with dus1D::kanMX,Cycloheximide
SRR5766551,RNA-Seq,71,1114987010,PRJNA392312,SAMN07290998,484796687,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX2965946,GSM2689646,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689646,Yeast,SRP110707,BY4741 with dus3D::kanMX,Cycloheximide
SRR5766552,RNA-Seq,71,1104278352,PRJNA392312,SAMN07290997,477799525,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965947,GSM2689647,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689647,Yeast,SRP110707,BY4741 with dus4D::kanMX,Cycloheximide
SRR5766553,RNA-Seq,71,976098795,PRJNA392312,SAMN07291218,427293289,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965948,GSM2689648,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689648,Yeast,SRP110707,BY4741 with tyw3D::kanMX,Cycloheximide
SRR5766554,RNA-Seq,71,1033398040,PRJNA392312,SAMN07291201,451096737,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965949,GSM2689649,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689649,Yeast,SRP110707,BY4741 with tyw4D::kanMX,Cycloheximide
SRR5766555,RNA-Seq,71,1114623359,PRJNA392312,SAMN07291200,477602259,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX2965950,GSM2689650,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689650,Yeast,SRP110707,BY4741 with tyw1D::kanMX,Cycloheximide
SRR5766556,RNA-Seq,71,1045782533,PRJNA392312,SAMN07290989,452447554,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965951,GSM2689651,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689651,Yeast,SRP110707,BY4741 with trm82D::kanMX,Cycloheximide
SRR5766557,RNA-Seq,71,1147704152,PRJNA392312,SAMN07290993,501682134,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX2965952,GSM2689652,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689652,Yeast,SRP110707,BY4741 with elp2D::kanMX,Cycloheximide
SRR5766558,RNA-Seq,71,930009691,PRJNA392312,SAMN07290992,403132800,GEO,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX2965953,GSM2689653,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689653,Yeast,SRP110707,BY4741 with ncs6D::kanMX,Cycloheximide
SRR5766559,RNA-Seq,71,1092722285,PRJNA392312,SAMN07290991,468159830,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX2965954,GSM2689654,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689654,Yeast,SRP110707,BY4741 with pus4D::kanMX,Cycloheximide
SRR5766560,RNA-Seq,71,1070829241,PRJNA392312,SAMN07290990,460110677,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965955,GSM2689655,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689655,Yeast,SRP110707,BY4741 with pus5D::kanMX,Cycloheximide
SRR5766561,RNA-Seq,72,1119816703,PRJNA392312,SAMN07290994,481954282,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX2965956,GSM2689656,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689656,Yeast,SRP110707,BY4741 with trm8D::kanMX,Cycloheximide
SRR5766562,RNA-Seq,71,1100143493,PRJNA392312,SAMN07290995,475777849,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965957,GSM2689657,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689657,Yeast,SRP110707,BY4741 with trm13D::kanMX,Cycloheximide
SRR5766563,RNA-Seq,71,962636057,PRJNA392312,SAMN07290996,418904811,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965958,GSM2689658,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689658,Yeast,SRP110707,BY4741 with elp6D::kanMX,Cycloheximide
SRR5766564,RNA-Seq,72,1061977458,PRJNA392312,SAMN07290982,455297636,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX2965959,GSM2689659,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689659,Yeast,SRP110707,BY4741 with mod5D::kanMX,Cycloheximide
SRR5766565,RNA-Seq,66,1083553614,PRJNA392312,SAMN07290983,450616679,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965960,GSM2689660,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689660,Yeast,SRP110707,BY4741 with trm112D::kanMX,Cycloheximide
SRR5766566,RNA-Seq,66,1072175752,PRJNA392312,SAMN07290984,452558259,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX2965961,GSM2689661,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689661,Yeast,SRP110707,BY4741 with tan1D::kanMX,Cycloheximide
SRR5766567,RNA-Seq,67,607590425,PRJNA392312,SAMN07290985,251686220,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX2965962,GSM2689662,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689662,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766568,RNA-Seq,67,875806771,PRJNA392312,SAMN07290986,368647295,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965963,GSM2689663,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689663,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766569,RNA-Seq,67,863046250,PRJNA392312,SAMN07290987,365766948,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX2965964,GSM2689664,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689664,Yeast,SRP110707,BY4741 with dus2D::kanMX,Cycloheximide
SRR5766570,RNA-Seq,66,802883414,PRJNA392312,SAMN07290988,349213082,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965965,GSM2689665,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689665,Yeast,SRP110707,BY4741 with elp5D::kanMX,Cycloheximide
SRR5766571,RNA-Seq,67,434970732,PRJNA392312,SAMN07290975,156431436,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965966,GSM2689666,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689666,Yeast,SRP110707,BY4741 with trm9D::kanMX,Cycloheximide
SRR5766572,RNA-Seq,66,502285779,PRJNA392312,SAMN07290974,182600091,GEO,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX2965967,GSM2689667,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689667,Yeast,SRP110707,BY4741 with bud32D::kanMX,Cycloheximide
SRR5766573,RNA-Seq,66,531293624,PRJNA392312,SAMN07290976,187712277,GEO,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX2965968,GSM2689668,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689668,Yeast,SRP110707,BY4741 with cgi121D::kanMX,Cycloheximide
SRR5766574,RNA-Seq,66,512795840,PRJNA392312,SAMN07290978,186224782,GEO,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX2965969,GSM2689669,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689669,Yeast,SRP110707,BY4741 with gon7D::kanMX,Cycloheximide
SRR5766575,RNA-Seq,66,495271648,PRJNA392312,SAMN07290977,178287929,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX2965970,GSM2689670,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689670,Yeast,SRP110707,BY4741 with kti13D::kanMX,Cycloheximide
SRR5766576,OTHER,58,1635369928,PRJNA392312,SAMN07290979,821195545,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965971,GSM2689671,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689671,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766577,OTHER,55,1993238541,PRJNA392312,SAMN07290980,1010358456,GEO,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX2965972,GSM2689672,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689672,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766578,OTHER,59,1269080660,PRJNA392312,SAMN07290981,644656123,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX2965973,GSM2689673,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689673,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766579,OTHER,55,1854306983,PRJNA392312,SAMN07291044,943089257,GEO,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX2965974,GSM2689674,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689674,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766580,OTHER,58,1592973550,PRJNA392312,SAMN07291045,796299162,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX2965975,GSM2689675,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689675,Yeast,SRP110707,BY4741,Cycloheximide
SRR5766581,OTHER,55,1646265079,PRJNA392312,SAMN07291046,837458959,GEO,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX2965976,GSM2689676,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,YPD,Saccharomyces cerevisiae,ILLUMINA,2017-06-30T00:00:00Z,GSM2689676,Yeast,SRP110707,BY4741,Cycloheximide
